"index","domain","category","status","asset_name","path","width","height","bytes"
"1","gameplay","sheets","review_sheet_only","01-player-weapons","art/gameplay/semantic-v2/sheets/01-player-weapons.png","1328","873","1461125"
"2","gameplay","sheets","review_sheet_only","02-enemies","art/gameplay/semantic-v2/sheets/02-enemies.png","1584","768","1669608"
"3","gameplay","sheets","review_sheet_only","03-bosses-modules","art/gameplay/semantic-v2/sheets/03-bosses-modules.png","1640","948","2140957"
"4","gameplay","sheets","review_sheet_only","04-projectiles-status-pickups","art/gameplay/semantic-v2/sheets/04-projectiles-status-pickups.png","1644","738","1189606"
"5","gameplay","sheets","review_sheet_only","05-world","art/gameplay/semantic-v2/sheets/05-world.png","1620","1256","2911847"
"6","gameplay","sheets","review_sheet_only","06-hud-glyphs","art/gameplay/semantic-v2/sheets/06-hud-glyphs.png","1680","708","1683416"
"7","gameplay","sheets","review_sheet_only","07-effect-atlases","art/gameplay/semantic-v2/sheets/07-effect-atlases.png","1592","2000","1537459"
"8","gameplay","sheets","review_sheet_only","08-effect-semantic-expansion","art/gameplay/semantic-v2/sheets/08-effect-semantic-expansion.png","1168","976","399974"
"9","gameplay","sheets","review_sheet_only","09-combat-cue-glyphs","art/gameplay/semantic-v2/sheets/09-combat-cue-glyphs.png","1148","1046","389893"
"10","gameplay","effects","runtime_effect_atlas","fx_barrier_contact","art/gameplay/semantic-v2/effects/atlases/fx_barrier_contact.png","648","128","64800"
"11","gameplay","effects","runtime_effect_atlas","fx_boss_module_disabled","art/gameplay/semantic-v2/effects/atlases/fx_boss_module_disabled.png","528","132","59254"
"12","gameplay","effects","runtime_effect_atlas","fx_boss_reduced_hit","art/gameplay/semantic-v2/effects/atlases/fx_boss_reduced_hit.png","390","96","13946"
"13","gameplay","effects","runtime_effect_atlas","fx_bulkhead_destroy","art/gameplay/semantic-v2/effects/atlases/fx_bulkhead_destroy.png","1300","260","219655"
"14","gameplay","effects","runtime_effect_atlas","fx_crate_destroy","art/gameplay/semantic-v2/effects/atlases/fx_crate_destroy.png","648","128","60441"
"15","gameplay","effects","runtime_effect_atlas","fx_dash_start","art/gameplay/semantic-v2/effects/atlases/fx_dash_start.png","300","52","10786"
"16","gameplay","effects","runtime_effect_atlas","fx_emp_release","art/gameplay/semantic-v2/effects/atlases/fx_emp_release.png","1548","1032","194643"
"17","gameplay","effects","runtime_effect_atlas","fx_enemy_destroy_heavy","art/gameplay/semantic-v2/effects/atlases/fx_enemy_destroy_heavy.png","1162","192","202280"
"18","gameplay","effects","runtime_effect_atlas","fx_enemy_destroy_light","art/gameplay/semantic-v2/effects/atlases/fx_enemy_destroy_light.png","808","160","87637"
"19","gameplay","effects","runtime_effect_atlas","fx_escort_drone_impact","art/gameplay/semantic-v2/effects/atlases/fx_escort_drone_impact.png","390","96","21358"
"20","gameplay","effects","runtime_effect_atlas","fx_hostile_summon_arrival","art/gameplay/semantic-v2/effects/atlases/fx_hostile_summon_arrival.png","588","392","29859"
"21","gameplay","effects","runtime_effect_atlas","fx_hull_hit","art/gameplay/semantic-v2/effects/atlases/fx_hull_hit.png","390","96","18837"
"22","gameplay","effects","runtime_effect_atlas","fx_impact_damage","art/gameplay/semantic-v2/effects/atlases/fx_impact_damage.png","340","68","13684"
"23","gameplay","effects","runtime_effect_atlas","fx_lifesteal_pulse","art/gameplay/semantic-v2/effects/atlases/fx_lifesteal_pulse.png","262","64","8237"
"24","gameplay","effects","runtime_effect_atlas","fx_muzzle_player_primary","art/gameplay/semantic-v2/effects/atlases/fx_muzzle_player_primary.png","208","52","7520"
"25","gameplay","effects","runtime_effect_atlas","fx_orbit_blade_impact","art/gameplay/semantic-v2/effects/atlases/fx_orbit_blade_impact.png","390","96","7332"
"26","gameplay","effects","runtime_effect_atlas","fx_pickup_intake","art/gameplay/semantic-v2/effects/atlases/fx_pickup_intake.png","390","96","23484"
"27","gameplay","effects","runtime_effect_atlas","fx_reflect_deflection","art/gameplay/semantic-v2/effects/atlases/fx_reflect_deflection.png","488","96","22721"
"28","gameplay","effects","runtime_effect_atlas","fx_seeker_impact","art/gameplay/semantic-v2/effects/atlases/fx_seeker_impact.png","390","96","16830"
"29","gameplay","effects","runtime_effect_atlas","fx_support_heal","art/gameplay/semantic-v2/effects/atlases/fx_support_heal.png","518","128","40215"
"30","gameplay","effects","runtime_effect_atlas","fx_transit_shift","art/gameplay/semantic-v2/effects/atlases/fx_transit_shift.png","808","96","48705"
"31","gameplay","effects","runtime_effect_atlas","fx_wake_mine_detonation","art/gameplay/semantic-v2/effects/atlases/fx_wake_mine_detonation.png","1300","260","153126"
"32","gameplay","effects","runtime_effect_frame","frame_00","art/gameplay/semantic-v2/effects/frames/fx_barrier_contact/frame_00.png","128","128","11552"
"33","gameplay","effects","runtime_effect_frame","frame_01","art/gameplay/semantic-v2/effects/frames/fx_barrier_contact/frame_01.png","128","128","17698"
"34","gameplay","effects","runtime_effect_frame","frame_02","art/gameplay/semantic-v2/effects/frames/fx_barrier_contact/frame_02.png","128","128","19939"
"35","gameplay","effects","runtime_effect_frame","frame_03","art/gameplay/semantic-v2/effects/frames/fx_barrier_contact/frame_03.png","128","128","12565"
"36","gameplay","effects","runtime_effect_frame","frame_04","art/gameplay/semantic-v2/effects/frames/fx_barrier_contact/frame_04.png","128","128","3584"
"37","gameplay","effects","runtime_effect_frame","frame_00","art/gameplay/semantic-v2/effects/frames/fx_boss_module_disabled/frame_00.png","128","128","17059"
"38","gameplay","effects","runtime_effect_frame","frame_01","art/gameplay/semantic-v2/effects/frames/fx_boss_module_disabled/frame_01.png","128","128","21164"
"39","gameplay","effects","runtime_effect_frame","frame_02","art/gameplay/semantic-v2/effects/frames/fx_boss_module_disabled/frame_02.png","128","128","25741"
"40","gameplay","effects","runtime_effect_frame","frame_03","art/gameplay/semantic-v2/effects/frames/fx_boss_module_disabled/frame_03.png","128","128","8502"
"41","gameplay","effects","runtime_effect_frame","frame_00","art/gameplay/semantic-v2/effects/frames/fx_boss_reduced_hit/frame_00.png","96","96","4755"
"42","gameplay","effects","runtime_effect_frame","frame_01","art/gameplay/semantic-v2/effects/frames/fx_boss_reduced_hit/frame_01.png","96","96","6457"
"43","gameplay","effects","runtime_effect_frame","frame_02","art/gameplay/semantic-v2/effects/frames/fx_boss_reduced_hit/frame_02.png","96","96","2238"
"44","gameplay","effects","runtime_effect_frame","frame_03","art/gameplay/semantic-v2/effects/frames/fx_boss_reduced_hit/frame_03.png","96","96","967"
"45","gameplay","effects","runtime_effect_frame","frame_00","art/gameplay/semantic-v2/effects/frames/fx_bulkhead_destroy/frame_00.png","256","256","53947"
"46","gameplay","effects","runtime_effect_frame","frame_01","art/gameplay/semantic-v2/effects/frames/fx_bulkhead_destroy/frame_01.png","256","256","58032"
"47","gameplay","effects","runtime_effect_frame","frame_02","art/gameplay/semantic-v2/effects/frames/fx_bulkhead_destroy/frame_02.png","256","256","56411"
"48","gameplay","effects","runtime_effect_frame","frame_03","art/gameplay/semantic-v2/effects/frames/fx_bulkhead_destroy/frame_03.png","256","256","62112"
"49","gameplay","effects","runtime_effect_frame","frame_04","art/gameplay/semantic-v2/effects/frames/fx_bulkhead_destroy/frame_04.png","256","256","8473"
"50","gameplay","effects","runtime_effect_frame","frame_00","art/gameplay/semantic-v2/effects/frames/fx_crate_destroy/frame_00.png","128","128","17702"
"51","gameplay","effects","runtime_effect_frame","frame_01","art/gameplay/semantic-v2/effects/frames/fx_crate_destroy/frame_01.png","128","128","14974"
"52","gameplay","effects","runtime_effect_frame","frame_02","art/gameplay/semantic-v2/effects/frames/fx_crate_destroy/frame_02.png","128","128","14667"
"53","gameplay","effects","runtime_effect_frame","frame_03","art/gameplay/semantic-v2/effects/frames/fx_crate_destroy/frame_03.png","128","128","10315"
"54","gameplay","effects","runtime_effect_frame","frame_04","art/gameplay/semantic-v2/effects/frames/fx_crate_destroy/frame_04.png","128","128","1507"
"55","gameplay","effects","runtime_effect_frame","frame_00","art/gameplay/semantic-v2/effects/frames/fx_dash_start/frame_00.png","96","48","5944"
"56","gameplay","effects","runtime_effect_frame","frame_01","art/gameplay/semantic-v2/effects/frames/fx_dash_start/frame_01.png","96","48","5880"
"57","gameplay","effects","runtime_effect_frame","frame_02","art/gameplay/semantic-v2/effects/frames/fx_dash_start/frame_02.png","96","48","4347"
"58","gameplay","effects","runtime_effect_frame","frame_00","art/gameplay/semantic-v2/effects/frames/fx_emp_release/frame_00.png","512","512","18932"
"59","gameplay","effects","runtime_effect_frame","frame_01","art/gameplay/semantic-v2/effects/frames/fx_emp_release/frame_01.png","512","512","32877"
"60","gameplay","effects","runtime_effect_frame","frame_02","art/gameplay/semantic-v2/effects/frames/fx_emp_release/frame_02.png","512","512","67503"
"61","gameplay","effects","runtime_effect_frame","frame_03","art/gameplay/semantic-v2/effects/frames/fx_emp_release/frame_03.png","512","512","76951"
"62","gameplay","effects","runtime_effect_frame","frame_04","art/gameplay/semantic-v2/effects/frames/fx_emp_release/frame_04.png","512","512","32091"
"63","gameplay","effects","runtime_effect_frame","frame_05","art/gameplay/semantic-v2/effects/frames/fx_emp_release/frame_05.png","512","512","15606"
"64","gameplay","effects","runtime_effect_frame","frame_00","art/gameplay/semantic-v2/effects/frames/fx_enemy_destroy_heavy/frame_00.png","192","192","43077"
"65","gameplay","effects","runtime_effect_frame","frame_01","art/gameplay/semantic-v2/effects/frames/fx_enemy_destroy_heavy/frame_01.png","192","192","44957"
"66","gameplay","effects","runtime_effect_frame","frame_02","art/gameplay/semantic-v2/effects/frames/fx_enemy_destroy_heavy/frame_02.png","192","192","35899"
"67","gameplay","effects","runtime_effect_frame","frame_03","art/gameplay/semantic-v2/effects/frames/fx_enemy_destroy_heavy/frame_03.png","192","192","46833"
"68","gameplay","effects","runtime_effect_frame","frame_04","art/gameplay/semantic-v2/effects/frames/fx_enemy_destroy_heavy/frame_04.png","192","192","26285"
"69","gameplay","effects","runtime_effect_frame","frame_05","art/gameplay/semantic-v2/effects/frames/fx_enemy_destroy_heavy/frame_05.png","192","192","3569"
"70","gameplay","effects","runtime_effect_frame","frame_00","art/gameplay/semantic-v2/effects/frames/fx_enemy_destroy_light/frame_00.png","160","160","24850"
"71","gameplay","effects","runtime_effect_frame","frame_01","art/gameplay/semantic-v2/effects/frames/fx_enemy_destroy_light/frame_01.png","160","160","32821"
"72","gameplay","effects","runtime_effect_frame","frame_02","art/gameplay/semantic-v2/effects/frames/fx_enemy_destroy_light/frame_02.png","160","160","20455"
"73","gameplay","effects","runtime_effect_frame","frame_03","art/gameplay/semantic-v2/effects/frames/fx_enemy_destroy_light/frame_03.png","160","160","7349"
"74","gameplay","effects","runtime_effect_frame","frame_04","art/gameplay/semantic-v2/effects/frames/fx_enemy_destroy_light/frame_04.png","160","160","990"
"75","gameplay","effects","runtime_effect_frame","frame_00","art/gameplay/semantic-v2/effects/frames/fx_escort_drone_impact/frame_00.png","96","96","6794"
"76","gameplay","effects","runtime_effect_frame","frame_01","art/gameplay/semantic-v2/effects/frames/fx_escort_drone_impact/frame_01.png","96","96","6201"
"77","gameplay","effects","runtime_effect_frame","frame_02","art/gameplay/semantic-v2/effects/frames/fx_escort_drone_impact/frame_02.png","96","96","6492"
"78","gameplay","effects","runtime_effect_frame","frame_03","art/gameplay/semantic-v2/effects/frames/fx_escort_drone_impact/frame_03.png","96","96","2386"
"79","gameplay","effects","runtime_effect_frame","frame_00","art/gameplay/semantic-v2/effects/frames/fx_hostile_summon_arrival/frame_00.png","192","192","4094"
"80","gameplay","effects","runtime_effect_frame","frame_01","art/gameplay/semantic-v2/effects/frames/fx_hostile_summon_arrival/frame_01.png","192","192","6152"
"81","gameplay","effects","runtime_effect_frame","frame_02","art/gameplay/semantic-v2/effects/frames/fx_hostile_summon_arrival/frame_02.png","192","192","8137"
"82","gameplay","effects","runtime_effect_frame","frame_03","art/gameplay/semantic-v2/effects/frames/fx_hostile_summon_arrival/frame_03.png","192","192","8991"
"83","gameplay","effects","runtime_effect_frame","frame_04","art/gameplay/semantic-v2/effects/frames/fx_hostile_summon_arrival/frame_04.png","192","192","7435"
"84","gameplay","effects","runtime_effect_frame","frame_05","art/gameplay/semantic-v2/effects/frames/fx_hostile_summon_arrival/frame_05.png","192","192","8470"
"85","gameplay","effects","runtime_effect_frame","frame_00","art/gameplay/semantic-v2/effects/frames/fx_hull_hit/frame_00.png","96","96","5261"
"86","gameplay","effects","runtime_effect_frame","frame_01","art/gameplay/semantic-v2/effects/frames/fx_hull_hit/frame_01.png","96","96","8224"
"87","gameplay","effects","runtime_effect_frame","frame_02","art/gameplay/semantic-v2/effects/frames/fx_hull_hit/frame_02.png","96","96","4552"
"88","gameplay","effects","runtime_effect_frame","frame_03","art/gameplay/semantic-v2/effects/frames/fx_hull_hit/frame_03.png","96","96","990"
"89","gameplay","effects","runtime_effect_frame","frame_00","art/gameplay/semantic-v2/effects/frames/fx_impact_damage/frame_00.png","64","64","1734"
"90","gameplay","effects","runtime_effect_frame","frame_01","art/gameplay/semantic-v2/effects/frames/fx_impact_damage/frame_01.png","64","64","3939"
"91","gameplay","effects","runtime_effect_frame","frame_02","art/gameplay/semantic-v2/effects/frames/fx_impact_damage/frame_02.png","64","64","8986"
"92","gameplay","effects","runtime_effect_frame","frame_03","art/gameplay/semantic-v2/effects/frames/fx_impact_damage/frame_03.png","64","64","4930"
"93","gameplay","effects","runtime_effect_frame","frame_04","art/gameplay/semantic-v2/effects/frames/fx_impact_damage/frame_04.png","64","64","1354"
"94","gameplay","effects","runtime_effect_frame","frame_00","art/gameplay/semantic-v2/effects/frames/fx_lifesteal_pulse/frame_00.png","64","64","1670"
"95","gameplay","effects","runtime_effect_frame","frame_01","art/gameplay/semantic-v2/effects/frames/fx_lifesteal_pulse/frame_01.png","64","64","2012"
"96","gameplay","effects","runtime_effect_frame","frame_02","art/gameplay/semantic-v2/effects/frames/fx_lifesteal_pulse/frame_02.png","64","64","2339"
"97","gameplay","effects","runtime_effect_frame","frame_03","art/gameplay/semantic-v2/effects/frames/fx_lifesteal_pulse/frame_03.png","64","64","2314"
"98","gameplay","effects","runtime_effect_frame","frame_00","art/gameplay/semantic-v2/effects/frames/fx_muzzle_player_primary/frame_00.png","48","48","1657"
"99","gameplay","effects","runtime_effect_frame","frame_01","art/gameplay/semantic-v2/effects/frames/fx_muzzle_player_primary/frame_01.png","48","48","2570"
"100","gameplay","effects","runtime_effect_frame","frame_02","art/gameplay/semantic-v2/effects/frames/fx_muzzle_player_primary/frame_02.png","48","48","4865"
"101","gameplay","effects","runtime_effect_frame","frame_03","art/gameplay/semantic-v2/effects/frames/fx_muzzle_player_primary/frame_03.png","48","48","2445"
"102","gameplay","effects","runtime_effect_frame","frame_00","art/gameplay/semantic-v2/effects/frames/fx_orbit_blade_impact/frame_00.png","96","96","1626"
"103","gameplay","effects","runtime_effect_frame","frame_01","art/gameplay/semantic-v2/effects/frames/fx_orbit_blade_impact/frame_01.png","96","96","2988"
"104","gameplay","effects","runtime_effect_frame","frame_02","art/gameplay/semantic-v2/effects/frames/fx_orbit_blade_impact/frame_02.png","96","96","2648"
"105","gameplay","effects","runtime_effect_frame","frame_03","art/gameplay/semantic-v2/effects/frames/fx_orbit_blade_impact/frame_03.png","96","96","584"
"106","gameplay","effects","runtime_effect_frame","frame_00","art/gameplay/semantic-v2/effects/frames/fx_pickup_intake/frame_00.png","96","96","5984"
"107","gameplay","effects","runtime_effect_frame","frame_01","art/gameplay/semantic-v2/effects/frames/fx_pickup_intake/frame_01.png","96","96","5323"
"108","gameplay","effects","runtime_effect_frame","frame_02","art/gameplay/semantic-v2/effects/frames/fx_pickup_intake/frame_02.png","96","96","7010"
"109","gameplay","effects","runtime_effect_frame","frame_03","art/gameplay/semantic-v2/effects/frames/fx_pickup_intake/frame_03.png","96","96","5783"
"110","gameplay","effects","runtime_effect_frame","frame_00","art/gameplay/semantic-v2/effects/frames/fx_reflect_deflection/frame_00.png","96","96","2693"
"111","gameplay","effects","runtime_effect_frame","frame_01","art/gameplay/semantic-v2/effects/frames/fx_reflect_deflection/frame_01.png","96","96","7151"
"112","gameplay","effects","runtime_effect_frame","frame_02","art/gameplay/semantic-v2/effects/frames/fx_reflect_deflection/frame_02.png","96","96","7832"
"113","gameplay","effects","runtime_effect_frame","frame_03","art/gameplay/semantic-v2/effects/frames/fx_reflect_deflection/frame_03.png","96","96","4600"
"114","gameplay","effects","runtime_effect_frame","frame_04","art/gameplay/semantic-v2/effects/frames/fx_reflect_deflection/frame_04.png","96","96","690"
"115","gameplay","effects","runtime_effect_frame","frame_00","art/gameplay/semantic-v2/effects/frames/fx_seeker_impact/frame_00.png","96","96","7645"
"116","gameplay","effects","runtime_effect_frame","frame_01","art/gameplay/semantic-v2/effects/frames/fx_seeker_impact/frame_01.png","96","96","5645"
"117","gameplay","effects","runtime_effect_frame","frame_02","art/gameplay/semantic-v2/effects/frames/fx_seeker_impact/frame_02.png","96","96","2975"
"118","gameplay","effects","runtime_effect_frame","frame_03","art/gameplay/semantic-v2/effects/frames/fx_seeker_impact/frame_03.png","96","96","1165"
"119","gameplay","effects","runtime_effect_frame","frame_00","art/gameplay/semantic-v2/effects/frames/fx_support_heal/frame_00.png","128","128","12717"
"120","gameplay","effects","runtime_effect_frame","frame_01","art/gameplay/semantic-v2/effects/frames/fx_support_heal/frame_01.png","128","128","13837"
"121","gameplay","effects","runtime_effect_frame","frame_02","art/gameplay/semantic-v2/effects/frames/fx_support_heal/frame_02.png","128","128","9977"
"122","gameplay","effects","runtime_effect_frame","frame_03","art/gameplay/semantic-v2/effects/frames/fx_support_heal/frame_03.png","128","128","3665"
"123","gameplay","effects","runtime_effect_frame","frame_00","art/gameplay/semantic-v2/effects/frames/fx_transit_shift/frame_00.png","160","96","9499"
"124","gameplay","effects","runtime_effect_frame","frame_01","art/gameplay/semantic-v2/effects/frames/fx_transit_shift/frame_01.png","160","96","9918"
"125","gameplay","effects","runtime_effect_frame","frame_02","art/gameplay/semantic-v2/effects/frames/fx_transit_shift/frame_02.png","160","96","14840"
"126","gameplay","effects","runtime_effect_frame","frame_03","art/gameplay/semantic-v2/effects/frames/fx_transit_shift/frame_03.png","160","96","10699"
"127","gameplay","effects","runtime_effect_frame","frame_04","art/gameplay/semantic-v2/effects/frames/fx_transit_shift/frame_04.png","160","96","4165"
"128","gameplay","effects","runtime_effect_frame","frame_00","art/gameplay/semantic-v2/effects/frames/fx_wake_mine_detonation/frame_00.png","256","256","18858"
"129","gameplay","effects","runtime_effect_frame","frame_01","art/gameplay/semantic-v2/effects/frames/fx_wake_mine_detonation/frame_01.png","256","256","34341"
"130","gameplay","effects","runtime_effect_frame","frame_02","art/gameplay/semantic-v2/effects/frames/fx_wake_mine_detonation/frame_02.png","256","256","87696"
"131","gameplay","effects","runtime_effect_frame","frame_03","art/gameplay/semantic-v2/effects/frames/fx_wake_mine_detonation/frame_03.png","256","256","31435"
"132","gameplay","effects","runtime_effect_frame","frame_04","art/gameplay/semantic-v2/effects/frames/fx_wake_mine_detonation/frame_04.png","256","256","6056"
"133","gameplay","actors","runtime_gameplay_static","actor_boss_behemoth_base","art/gameplay/semantic-v2/actors/bosses/actor_boss_behemoth_base.png","352","352","63412"
"134","gameplay","actors","runtime_gameplay_static","actor_boss_colossus_base","art/gameplay/semantic-v2/actors/bosses/actor_boss_colossus_base.png","352","352","102688"
"135","gameplay","actors","runtime_gameplay_static","actor_boss_crown_base","art/gameplay/semantic-v2/actors/bosses/actor_boss_crown_base.png","352","352","133494"
"136","gameplay","actors","runtime_gameplay_static","actor_boss_leviathan_base","art/gameplay/semantic-v2/actors/bosses/actor_boss_leviathan_base.png","352","352","59898"
"137","gameplay","actors","runtime_gameplay_static","actor_boss_titan_base","art/gameplay/semantic-v2/actors/bosses/actor_boss_titan_base.png","352","352","138235"
"138","gameplay","actors","runtime_gameplay_static","actor_boss_module_armor_car","art/gameplay/semantic-v2/actors/bosses/modules/actor_boss_module_armor_car.png","160","160","27920"
"139","gameplay","actors","runtime_gameplay_static","actor_boss_module_crown_lattice","art/gameplay/semantic-v2/actors/bosses/modules/actor_boss_module_crown_lattice.png","160","160","23661"
"140","gameplay","actors","runtime_gameplay_static","actor_boss_module_crown_pylon","art/gameplay/semantic-v2/actors/bosses/modules/actor_boss_module_crown_pylon.png","160","160","11471"
"141","gameplay","actors","runtime_gameplay_static","actor_boss_module_forge_plate_active","art/gameplay/semantic-v2/actors/bosses/modules/actor_boss_module_forge_plate_active.png","160","160","30430"
"142","gameplay","actors","runtime_gameplay_static","actor_boss_module_forge_plate_disabled","art/gameplay/semantic-v2/actors/bosses/modules/actor_boss_module_forge_plate_disabled.png","160","160","31092"
"143","gameplay","actors","runtime_gameplay_static","actor_boss_module_relay_negative","art/gameplay/semantic-v2/actors/bosses/modules/actor_boss_module_relay_negative.png","160","160","35316"
"144","gameplay","actors","runtime_gameplay_static","actor_boss_module_relay_positive","art/gameplay/semantic-v2/actors/bosses/modules/actor_boss_module_relay_positive.png","160","160","36737"
"145","gameplay","actors","runtime_gameplay_static","actor_boss_module_route_switch","art/gameplay/semantic-v2/actors/bosses/modules/actor_boss_module_route_switch.png","160","160","27827"
"146","gameplay","actors","runtime_gameplay_static","actor_boss_module_segment_lock_active","art/gameplay/semantic-v2/actors/bosses/modules/actor_boss_module_segment_lock_active.png","160","160","18532"
"147","gameplay","actors","runtime_gameplay_static","actor_boss_module_segment_lock_disabled","art/gameplay/semantic-v2/actors/bosses/modules/actor_boss_module_segment_lock_disabled.png","160","160","18526"
"148","gameplay","actors","runtime_gameplay_static","actor_enemy_artillery_spotter_base","art/gameplay/semantic-v2/actors/enemies/actor_enemy_artillery_spotter_base.png","112","112","9116"
"149","gameplay","actors","runtime_gameplay_static","actor_enemy_beam_sentinel_base","art/gameplay/semantic-v2/actors/enemies/actor_enemy_beam_sentinel_base.png","160","160","12268"
"150","gameplay","actors","runtime_gameplay_static","actor_enemy_boss_pylon_base","art/gameplay/semantic-v2/actors/enemies/actor_enemy_boss_pylon_base.png","160","160","32567"
"151","gameplay","actors","runtime_gameplay_static","actor_enemy_bulkhead_guard_base","art/gameplay/semantic-v2/actors/enemies/actor_enemy_bulkhead_guard_base.png","112","112","13068"
"152","gameplay","actors","runtime_gameplay_static","actor_enemy_chaser_base","art/gameplay/semantic-v2/actors/enemies/actor_enemy_chaser_base.png","112","112","13886"
"153","gameplay","actors","runtime_gameplay_static","actor_enemy_controller_base","art/gameplay/semantic-v2/actors/enemies/actor_enemy_controller_base.png","112","112","12182"
"154","gameplay","actors","runtime_gameplay_static","actor_enemy_drone_carrier_base","art/gameplay/semantic-v2/actors/enemies/actor_enemy_drone_carrier_base.png","112","112","17425"
"155","gameplay","actors","runtime_gameplay_static","actor_enemy_generator_base","art/gameplay/semantic-v2/actors/enemies/actor_enemy_generator_base.png","160","160","30989"
"156","gameplay","actors","runtime_gameplay_static","actor_enemy_interceptor_tower_base","art/gameplay/semantic-v2/actors/enemies/actor_enemy_interceptor_tower_base.png","160","160","33713"
"157","gameplay","actors","runtime_gameplay_static","actor_enemy_mine_base","art/gameplay/semantic-v2/actors/enemies/actor_enemy_mine_base.png","160","160","42420"
"158","gameplay","actors","runtime_gameplay_static","actor_enemy_needle_drone_base","art/gameplay/semantic-v2/actors/enemies/actor_enemy_needle_drone_base.png","112","112","7079"
"159","gameplay","actors","runtime_gameplay_static","actor_enemy_rammer_base","art/gameplay/semantic-v2/actors/enemies/actor_enemy_rammer_base.png","112","112","14386"
"160","gameplay","actors","runtime_gameplay_static","actor_enemy_repair_tender_base","art/gameplay/semantic-v2/actors/enemies/actor_enemy_repair_tender_base.png","112","112","15990"
"161","gameplay","actors","runtime_gameplay_static","actor_enemy_scrap_drone_base","art/gameplay/semantic-v2/actors/enemies/actor_enemy_scrap_drone_base.png","112","112","16491"
"162","gameplay","actors","runtime_gameplay_static","actor_enemy_shield_escort_base","art/gameplay/semantic-v2/actors/enemies/actor_enemy_shield_escort_base.png","112","112","13934"
"163","gameplay","actors","runtime_gameplay_static","actor_enemy_shooter_base","art/gameplay/semantic-v2/actors/enemies/actor_enemy_shooter_base.png","112","112","11181"
"164","gameplay","actors","runtime_gameplay_static","actor_enemy_spark_minelet_base","art/gameplay/semantic-v2/actors/enemies/actor_enemy_spark_minelet_base.png","112","112","15261"
